,mark,tag
648,BONNYBRIDGE 14,Calder Fireclay Company
649,BONNYBRIDGE 14,GR - Stein Refractories
650,BONNYBRIDGE 15,Bonnybridge Silica and Fireclay Co
651,BONNYBRIDGE 15,Calder Fireclay Company
652,BONNYBRIDGE 15,GR - Stein Refractories
653,BONNYBRIDGE 16,Bonnybridge Silica and Fireclay Co
654,BONNYBRIDGE 16,Calder Fireclay Company
655,BONNYBRIDGE 16,GR - Stein Refractories
656,BONNYBRIDGE 18,Bonnybridge Silica and Fireclay Co
657,BONNYBRIDGE 18,Calder Fireclay Company
658,BONNYBRIDGE 18,GR - Stein Refractories
659,BONNYBRIDGE 18.8,Bonnybridge Silica and Fireclay Co
660,BONNYBRIDGE 18.8,Calder Fireclay Company
661,BONNYBRIDGE 18.8,GR - Stein Refractories
662,BONNYBRIDGE 22,Bonnybridge Silica and Fireclay Co
663,BONNYBRIDGE 22,Calder Fireclay Company
664,BONNYBRIDGE 22,GR - Stein Refractories
665,BONNYBRIDGE 23,Bonnybridge Silica and Fireclay Co
666,BONNYBRIDGE 23,Calder Fireclay Company
667,BONNYBRIDGE 23,GR - Stein Refractories
668,BONNYBRIDGE 24,Bonnybridge Silica and Fireclay Co
669,BONNYBRIDGE 24,Calder Fireclay Company
670,BONNYBRIDGE 24,GR - Stein Refractories
671,BONNYBRIDGE 24A,Bonnybridge Silica and Fireclay Co
672,BONNYBRIDGE 24A,Calder Fireclay Company
673,BONNYBRIDGE 24A,GR - Stein Refractories
674,BONNYBRIDGE 25,Bonnybridge Silica and Fireclay Co
675,BONNYBRIDGE 25,Calder Fireclay Company
676,BONNYBRIDGE 25,GR - Stein Refractories
677,BONNYBRIDGE 30,Bonnybridge Silica and Fireclay Co
678,BONNYBRIDGE 30,Calder Fireclay Company
679,BONNYBRIDGE 30,GR - Stein Refractories
680,BONNYBRIDGE 33,Bonnybridge Silica and Fireclay Co
681,BONNYBRIDGE 33,Calder Fireclay Company
682,BONNYBRIDGE 33,GR - Stein Refractories
683,BONNYBRIDGE 40,Bonnybridge Silica and Fireclay Co
684,BONNYBRIDGE 40,Calder Fireclay Company
685,BONNYBRIDGE 40,GR - Stein Refractories
686,BONNYBRIDGE 41 ,Bonnybridge Silica and Fireclay Co
687,BONNYBRIDGE 41 ,Calder Fireclay Company
688,BONNYBRIDGE 41 ,GR - Stein Refractories
689,BONNYBRIDGE 43,Bonnybridge Silica and Fireclay Co
690,BONNYBRIDGE 43,Calder Fireclay Company
691,BONNYBRIDGE 43,GR - Stein Refractories
692,BONNYBRIDGE 45,Bonnybridge Silica and Fireclay Co
693,BONNYBRIDGE 45,Calder Fireclay Company
694,BONNYBRIDGE 45,GR - Stein Refractories
695,BONNYBRIDGE 725,Bonnybridge Silica and Fireclay Co
696,BONNYBRIDGE 725,Calder Fireclay Company
697,BONNYBRIDGE 725,GR - Stein Refractories
698,BONNYBRIDGE 1915,Bonnybridge Silica and Fireclay Co
699,BONNYBRIDGE 1915,Calder Fireclay Company
700,BONNYBRIDGE 1915,GR - Stein Refractories
701,BONNYBRIDGE 2844,Bonnybridge Silica and Fireclay Co
702,BONNYBRIDGE 2844,Calder Fireclay Company
703,BONNYBRIDGE 2844,GR - Stein Refractories
704,BONNYBRIDGE 3542,Bonnybridge Silica and Fireclay Co
705,BONNYBRIDGE 3542,Calder Fireclay Company
706,BONNYBRIDGE 3542,GR - Stein Refractories
707,BONNYBRIDGE 9676,Bonnybridge Silica and Fireclay Co
708,BONNYBRIDGE 9676,Calder Fireclay Company
709,BONNYBRIDGE 9676,GR - Stein Refractories
710,BONNYBRIDGE 9 R,Bonnybridge Silica and Fireclay Co
711,BONNYBRIDGE 9 R,Calder Fireclay Company
712,BONNYBRIDGE 9 R,GR - Stein Refractories
713,BONNYBRIDGE BRAND,Bonnybridge Silica and Fireclay Co
714,BONNYBRIDGE BRAND,Calder Fireclay Company
715,BONNYBRIDGE BRAND,GR - Stein Refractories
716,BONNYBRIDGE BRAND,Bonnybridge Silica and Fireclay Co
717,BONNYBRIDGE BRAND,Calder Fireclay Company
718,BONNYBRIDGE BRAND,GR - Stein Refractories
719,BONNYBRIDGE BRAND,Bonnybridge Silica and Fireclay Co
720,BONNYBRIDGE BRAND,Calder Fireclay Company
721,BONNYBRIDGE BRAND,GR - Stein Refractories
722,BONNYBRIDGE BRAND,John Gilchrist Stein
723,BONNYBRIDGE BRAND 1,Bonnybridge Silica and Fireclay Co
724,BONNYBRIDGE BRAND 1,Calder Fireclay Company
725,BONNYBRIDGE BRAND 1,GR - Stein Refractories
726,BONNYBRIDGE FCC,Argentina
727,BONNYBRIDGE FCC,Bonnybridge Silica and Fireclay Co
728,BONNYBRIDGE FCC,Calder Fireclay Company
729,BONNYBRIDGE FCC,FCC
730,BONNYBRIDGE FCC,GR - Stein Refractories
731,BONNYBRIDGE FCC,Manufactured in Scotland and branded for National and Overseas Customers
732,BONNYBRIDGE FCC,Railway Related
733,BONNYBRIDGE H,Bonnybridge Silica and Fireclay Co
734,BONNYBRIDGE H,Calder Fireclay Company
735,BONNYBRIDGE H,GR - Stein Refractories
736,BONNYBRIDGE SILICA & FIRE CLAY CO LTD,Bonnybridge Silica and Fireclay Co
737,BONNYBRIDGE SILICA AND FIRE CLAY CO LTD 173,Bonnybridge Silica and Fireclay Co
738,BONNYRIGG PATENT,Bonnyrigg
739,BONNYRIGG PATENT,Repatriated Scottish brick
740,BONNYRIGG PATENT,Robertson Love
741,BONNYRIGG PATENT,Russia
742,BONNYRIGG PATENT,Scottish bricks overseas
743,BONNYSIDE,Bonnyside
744,BONNYSIDE,James Dougall
745,BONNYTON,Bonnyton Fireclay Works
746,BONNYTON KILMK,Bonnyton Fireclay Works
747,BONNYTON KILMARNOCK,Bonnyton Fireclay Works
748,BORLAND,Borland
749,BOTHWELL PARK,Bothwell Park Brickworks
750,BOTHWELL PARK,Bothwell Park Brickworks
751,BOTHWELL PARK ,Bothwell Park Brickworks
752,BOTHWELL PARK,Bothwell Park Brickworks
753,BOTHWELL PARK QUARRIES & BRICK WORKS LD,Bothwell Park Brickworks
754,BOURTREEHILL,Bourtreehill
755,BOUTREEHILL,Bourtreehill
756,BOURTREEHILL IRVINE,Bourtreehill
757,BOURTREEHILL IRVINE,Bourtreehill
758,BOURTREEHILL IRVINE,Bourtreehill
759,BOURTREEHILL IRVINE,Paver / Stable / Byre Block
760,BOURTREEHILL IRVINE,Bourtreehill
761,BOURTREEHILL IRVINE,Paver / Stable / Byre Block
762,BOURTREEHILL KILMARNOCK,Bourtreehill
763,BOURTREEHILL KILMARNOCK,Bourtreehill
764,BOURTREEHILL DREGHORN,Bourtreehill
765,BOURTREEHILL DREGHORN,Dreghorn
766,BOURTREEHILL DREGHORN,Bourtreehill
767,BOURTREEHILL DREGHORN,Dreghorn
768,BOURTREEHILL DREGHORN,Bourtreehill
769,BOURTREEHILL DREGHORN,Dreghorn
770,BOURTREEHILL DREGHORN,Wall Coping
771,BOURTREEHILL DREGHORN KILMARNOCK,Bourtreehill
772,BOURTREEHILL DREGHORN KILMARNOCK,Dreghorn
773,BOURTREEHILL DREGHORN KILMARNOCK,Wall Coping
774,BOURTREEHILL DREGHORN SCOTLAND ,Bourtreehill
775,BOURTREEHILL DREGHORN SCOTLAND ,Dreghorn
776,BOURTREEHILL DREGHORN SCOTLAND ARMSTRONG’S 83,Armstrong
777,BOURTREEHILL DREGHORN SCOTLAND ARMSTRONG’S 83,Bourtreehill
778,BOURTREEHILL DREGHORN SCOTLAND ARMSTRONG’S 83,Dreghorn
779,BOURTREEHILL DREGHORN SCOTLAND ARMSTRONG’S 93,Armstrong
780,BOURTREEHILL DREGHORN SCOTLAND ARMSTRONG’S 93,Bourtreehill
781,BOURTREEHILL DREGHORN SCOTLAND ARMSTRONG’S 93,Dreghorn
782,BOURTREEHILL DREGHORN SCOTLAND 6,Bourtreehill
783,BOURTREEHILL DREGHORN SCOTLAND 6,Dreghorn
784,BOURTREEHILL WARRIX KILMARNOCK,Bourtreehill
785,BOURTREEHILL WARRIX KILMARNOCK,Warrix
786,BOWHILL,Bowhill
787,BOWHILL,Bowhill
788,BOWHILL,Bowhill
789,BOWHILL,Bowhill
790,BOWMAN & CO,Bowman
791,BR A HURLL,P and M Hurll
792,BRAIDWOOD,Braidwood
793,BRAND,Garturk
794,BRAND,Robert Brand - Coatbridge
795,BRAND,Rochsolloch
796,BRAND,Garturk
797,BRAND,Robert Brand - Coatbridge
798,BRAND,Rochsolloch
799,BRAMALL,Caledonian Larkhall.
800,BRAMALL,Charles Bramall
801,BRIGHTON CUPAR,Brighton
802,BRIGHTON CUPAR,Cupar Muir
803,BRITANNIA,Britannia
804,BRITANNIA,Rawyards
805,BRITANNIA,Britannia
806,BRITANNIA,Rawyards
807,BRL,Bonnybridge Silica and Fireclay Co
808,BRL,Braidwood Refractories
809,BRL,Nellfield
810,BRL,Walter Smith
811,BROADLIE,Broadlie
812,BROADLIE,Broadlie
813,BROADLIE,Broadlie
814,BROADLIE,Broadlie
815,BROOMHOUSE,Broomhouse
816,BROOMHOUSE,Broomhouse
817,BROOMHOUSE,Broomhouse
818,BRORA,Brora
819,BRORA BEST,Brora
820,BROS COWIE,Cowie
821,BROS COWIE,Manufactured in Scotland and branded for National and Overseas Customers
822,BROS COWIE,P and M Hurll
823,BROWN & MCMILLAN MOTHERWELL,Brown and Mcmillan
824,BROWN & MCMILLAN MOTHERWELL,Chapelknowe
825,BROWN PAISLEY,Robert Brown
826,BROWN PAISLEY,Robert Brown
827,BROWNHILL,Brownhill
828,BROWNHILL,Brownhill
829,BROWNHILL,Brownhill
830,BROWNLEE,Brownlee
831,BROWNLEE,Rochsolloch
832,BROWNLEE ROCHSOLLOCH,Brownlee
833,BROWNLEE ROCHSOLLOCH,Rochsolloch
834,BRUCEFIELD,Brucefield
835,BRUNO        ,Bruno
836,BRUNO  ,Bruno
837,BSF,Bonnybridge Silica and Fireclay Co
838,BUCCLEUCH,Buccleuch
839,BUCCLEUCH,Buccleuch
840,BUCCLEUCH,Buccleuch
841,BUCLLEUCH SANQUHAR,Baby brick
842,BUCLLEUCH SANQUHAR,Buccleuch
843,BUCLLEUCH SANQUHAR,Sanquhar
844,BUCCLEUCH TERRA COTTA CO,Buccleuch
845,BUCCLEUCH TERRA COTTA CO LTD SANQUHAR,Buccleuch
846,BUCCLEUCH TERRA COTTA CO LTD SANQUHAR,Sanquhar
847,BUCHANAN PATENT,Craigton Brickworks
848,BUCHANAN PATENT,Vinegarhill
849,BUCHANAN PATENT,Walter Buchanan
850,BUCHAN’S,J and M Craig
851,BUCHAN’S,perceton
852,BUCHAN’S,W P Buchan
853,BUCHAN’S PATENT,J and M Craig
854,BUCHAN’S PATENT,perceton
855,BUCHAN’S PATENT,W P Buchan
856,BUICK & SONS ALLOA,Charles Buick
857,BUICK & SONS ALLOA,Hilton
858,BUICK & SONS ALLOA,Charles Buick
859,BUICK & SONS ALLOA,Hilton
860,BUICK & SONS HILTON ALLOA,Charles Buick
861,BUICK & SONS HILTON ALLOA,Hilton
862,BURNHOUSE,Burnhouse
863,BURNHOUSE,Camps
864,BURNHOUSE,William Torrance
865,BWC  ,BWC
866,BWC  ,Etna
867,BWC  GREAT BRITAIN         ,BWC
868,BWC  GREAT BRITAIN         ,Etna
869,BWC  GREAT BRITAIN         ,Manufactured in Scotland and branded for National and Overseas Customers
870,B129        ,James Dougall
871,B156  ,James Dougall
872,B2L  ,Castlecary Fireclay Company - Weir
873,B2L  ,Glenboig
874,C,Commondyke
875,C,Commondyke
876,C,Commondyke
877,C,Commondyke
878,C,Commondyke
879,C & A CHRISTIE GLADSMUIR BRICK WORK,Gladsmuir
880,C & A CHRISTIE GLADSMUIR BRICK WORK,Wallyford
881,CB CO  ,C B Co
882,CB CO  ,Craigton Brickmaking Company
883,C.B & Q CO (LTD) FIRE BRIC(K),Auchenheath
884,C.B & Q CO (LTD) FIRE BRIC(K),Clydesdale Brick and Quarry
885,C BUICK  & SONS ALLOA,Charles Buick
886,C BUICK & SONS HILTON ALLOA,Charles Buick
887,C BUICK & SONS HILTON ALLOA,Hilton
888,C COY,Carron
889,C CO S,Carron
890,C COY S,Carron
891,C COY 1,Carron
892,C DOURIE,Dourie
893,C DOURIE,P and M Hurll
894,C SOUTHHOOK KILMARNOCK XS,Southhook Fireclay Works
895,C STARWORKS J*D GLENBOIG,Glenboig
896,C STARWORKS J*D GLENBOIG,Starworks
897,CADDER,Cadder Brick Works
898,CADDER,Cadder Brick Works
899,CADDER,Cadder Brick Works
900,CADDER,Cadder Brick Works
901,CADDER,Cadder Brick Works
902,CADDER,Cadder Brick Works
903,CADDER,Cadder Brick Works
904,CADDER,Cadder Brick Works
905,CADDER PRESSED,Cadder Brick Works
906,CADELL,Banton
907,CADELL,Cadell
908,CADELL BANTON,Banton
909,CADELL BANTON,Cadell
910,CALDER,Bonnybridge Silica and Fireclay Co
911,CALDER,Calder Fireclay Company
912,CALDER,John Gilchrist Stein
913,CALDER,Bonnybridge Silica and Fireclay Co
914,CALDER,Calder Fireclay Company
915,CALDER,Fingerprint
916,CALDER,John Gilchrist Stein
917,CALDER,Bonnybridge Silica and Fireclay Co
918,CALDER,Calder Fireclay Company
919,CALDER,John Gilchrist Stein
920,CALDER,Bonnybridge Silica and Fireclay Co
921,CALDER,Calder Fireclay Company
922,CALDER,Fingerprint
923,CALDER,John Gilchrist Stein
924,CALDER,Bonnybridge Silica and Fireclay Co
925,CALDER,Calder Fireclay Company
926,CALDER,John Gilchrist Stein
927,CALDER,Bonnybridge Silica and Fireclay Co
928,CALDER,Calder Fireclay Company
929,CALDER,John Gilchrist Stein
930,CALDER,Bonnybridge Silica and Fireclay Co
931,CALDER,Calder Fireclay Company
932,CALDER,John Gilchrist Stein
933,CALDER,Bonnybridge Silica and Fireclay Co
934,CALDER,Calder Fireclay Company
935,CALDER,John Gilchrist Stein
936,CALDER,Octo
937,CALDER,Bonnybridge Silica and Fireclay Co
938,CALDER,Calder Fireclay Company
939,CALDER,Chapelhall
940,CALDER B,Bonnybridge Silica and Fireclay Co
941,CALDER B,Calder Fireclay Company
942,CALDER B,John Gilchrist Stein
943,CALDER BRITISH MADE,Bonnybridge Silica and Fireclay Co
944,CALDER BRITISH MADE,Calder Fireclay Company
945,CALDER BRITISH MADE,John Gilchrist Stein
946,CALDER BRITISH MADE,Bonnybridge Silica and Fireclay Co
947,CALDER BRITISH MADE,Calder Fireclay Company
948,CALDER BRITISH MADE,John Gilchrist Stein
949,CALDER COL(TNESS),Bonnybridge Silica and Fireclay Co
950,CALDER COL(TNESS),Calder Fireclay Company
951,CALDER COL(TNESS),Coltness Brickworks Limited
952,CALDER COL(TNESS),Coltness Iron Company
953,CALDER COL(TNESS),John Gilchrist Stein
954,CALDER E,Bonnybridge Silica and Fireclay Co
955,CALDER E,Calder Fireclay Company
956,CALDER E,Fingerprint
957,CALDER E,John Gilchrist Stein
958,CALDER F,Bonnybridge Silica and Fireclay Co
959,CALDER F,Calder Fireclay Company
960,CALDER F,Fingerprint
961,CALDER F,John Gilchrist Stein
962,CALDER L,Bonnybridge Silica and Fireclay Co
963,CALDER L,Calder Fireclay Company
964,CALDER L,John Gilchrist Stein
965,CALDER L 22,Bonnybridge Silica and Fireclay Co
966,CALDER L 22,Calder Fireclay Company
967,CALDER L 22,John Gilchrist Stein
968,CALDER L 25,Bonnybridge Silica and Fireclay Co
969,CALDER L 25,Calder Fireclay Company
970,CALDER L 25,John Gilchrist Stein
971,CALDER L 40,Bonnybridge Silica and Fireclay Co
972,CALDER L 40,Calder Fireclay Company
973,CALDER L 40,Chapelhall
974,CALDER L 41,Bonnybridge Silica and Fireclay Co
975,CALDER L 41,Calder Fireclay Company
976,CALDER L 41,John Gilchrist Stein
977,CALDER LS,Bonnybridge Silica and Fireclay Co
978,CALDER LS,Calder Fireclay Company
979,CALDER LS,John Gilchrist Stein
980,CALDER L U 9,Bonnybridge Silica and Fireclay Co
981,CALDER L U 9,Calder Fireclay Company
982,CALDER O o,Bonnybridge Silica and Fireclay Co
983,CALDER O o,Calder Fireclay Company
984,CALDER O o,Fingerprint
985,CALDER O o,John Gilchrist Stein
986,CALDER S 51,Bonnybridge Silica and Fireclay Co
987,CALDER S 51,Calder Fireclay Company
988,CALDER S 51,John Gilchrist Stein
989,CALDER XL,Bonnybridge Silica and Fireclay Co
990,CALDER XL,Calder Fireclay Company
991,CALDER XL,John Gilchrist Stein
992,CALDER XL,Bonnybridge Silica and Fireclay Co
993,CALDER XL,Calder Fireclay Company
994,CALDER XL,John Gilchrist Stein
995,CALDER XL 2 3/4,Bonnybridge Silica and Fireclay Co
996,CALDER XL 2 3/4,Calder Fireclay Company
997,CALDER XL 2 3/4,John Gilchrist Stein
998,CALDER XL 8 1/2,Bonnybridge Silica and Fireclay Co
999,CALDER XL 8 1/2,Calder Fireclay Company
1000,CALDER XL 40,Bonnybridge Silica and Fireclay Co
1001,CALDER XL 40,Calder Fireclay Company
1002,CALDER XL 40,John Gilchrist Stein
1003,CALDER 1/2,Bonnybridge Silica and Fireclay Co
1004,CALDER 1/2,Calder Fireclay Company
1005,CALDER 1/2,John Gilchrist Stein
1006,CALDER 1/2,Octo
1007,CALDER 2,Bonnybridge Silica and Fireclay Co
1008,CALDER 2,Calder Fireclay Company
1009,CALDER 2,Fingerprint
1010,CALDER 2,Bonnybridge Silica and Fireclay Co
1011,CALDER 2,Calder Fireclay Company
1012,CALDER 2,Chapelhall
1013,CALDER 3,Bonnybridge Silica and Fireclay Co
1014,CALDER 3,Calder Fireclay Company
1015,CALDER 3,Chapelhall
1016,CALDER 22,Bonnybridge Silica and Fireclay Co
1017,CALDER 22,Calder Fireclay Company
1018,CALDER 22,John Gilchrist Stein
1019,CALDER 22,Octo
1020,CALDER 23,Bonnybridge Silica and Fireclay Co
1021,CALDER 23,Calder Fireclay Company
1022,CALDER 23,John Gilchrist Stein
1023,CALDER 2825,Bonnybridge Silica and Fireclay Co
1024,CALDER 2825,Calder Fireclay Company
1025,CALDER 2825,John Gilchrist Stein
1026,CALDER 6527,Bonnybridge Silica and Fireclay Co
1027,CALDER 6527,Calder Fireclay Company
1028,CALDER 6527,Chapelhall
1029,CALDER IRON WORKS,Calder Iron Works
1030,CALDER IRON WORKS,Garturk
1031,CALDER IRON WORKS,Whifflet
1032,CALDER IRON WORKS,William Dixon
1033,CALEDONIA,Caledonia Fireclay Works
1034,CALEDONIA,Speirs and Gibb
1035,CALEDONIA,Caledonia Fireclay Works
1036,CALEDONIA,Caledonia Fireclay Works
1037,CALEDONIA,Caledonia Fireclay Works
1038,CALEDONIA,Fingerprint
1039,CALEDONIA,Caledonia Fireclay Works
1040,CALEDONIA,Robert Brown
1041,CALEDONIA,Caledonia Fireclay Works
1042,CALEDONIA,Speirs and Gibb
1043,CALEDONIA,Caledonia Fireclay Works
1044,CALEDONIA,Speirs and Gibb
1045,CALEDONIA ,Caledonia Fireclay Works
1046,CALEDONIA ,Speirs and Gibb
1047,CALEDONIA,Caledonia Fireclay Works
1048,CALEDONIA 2,Caledonia Fireclay Works
1049,CALEDONIA 2,Speirs and Gibb
1050,CALEDONIA 3 6,Caledonia Fireclay Works
1051,CALEDONIA 3 6,Speirs and Gibb
1052,CALEDONIA 4,Caledonia Fireclay Works
1053,CALEDONIA 4,Speirs and Gibb
1054,CALEDONIAN,Caledonian Larkhall.
1055,CALEDONIAN,Newmains Brickworks Morningside
1056,CALLENDAR,Callendar
1057,CALLENDAR,Callendar
1058,CALLENDAR,Callendar
1059,CALLENDAR,Callendar
1060,CALLENDAR,Callendar
1061,CAMPBELL,Baby brick
1062,CAMPBELL,Campbell
1063,CAMPBELL,Roughcastle
1064,CAMPBELL & CO FALKIRK,Campbell
1065,CAMPBELL & CO FALKIRK,Roughcastle
1066,CAMPBELL FALKIRK,Campbell
1067,CAMPBELL FALKIRK,Roughcastle
1068,CAMPS,Camps
1069,CAMPS,Camps
1070,CAMPS,Camps
1071,CANNERTON,Cannerton
1072,CANNERTON,Banknock
1073,CANNERTON,Cannerton
1074,CANNERTON,Banknock
1075,CANNERTON,Cannerton
1076,CANNERTON,Banknock
1077,CANNERTON,Cannerton
1078,CANNERTON 2,Banknock
1079,CANNERTON 2,Cannerton
1080,CANNERTON 11,Banknock
1081,CANNERTON 11,Cannerton
1082,CARADALE,Caradale
1083,CARADALE,Etna
1084,CARADALE,GISCOL
1085,CARDOWAN,Cardowan
1086,CARDOWAN,Fingerprint
1087,CARDOWAN,Heathfield
1088,CARDOWAN,John Young
1089,CARDOWAN,Young's
1090,CARDOWAN,Cardowan
1091,CARDOWAN,Heathfield
1092,CARDOWAN,John Young
1093,CARDOWAN,Young's
1094,CARDOWAN,Cardowan
1095,CARDOWAN,Cardowan
1096,CARDOWAN,Fingerprint
1097,CARDOWAN,Heathfield
1098,CARDOWAN,John Young
1099,CARDOWAN,Young's
1100,CARDOWAN PATENT,Cardowan
1101,CARDOWAN PATENT,Heathfield
1102,CARDOWAN PATENT,John Young
1103,CARDOWAN PATENT,Young's
1104,CARDOWAN PATENT,Cardowan
1105,CARDOWAN PATENT,Fingerprint
1106,CARDOWAN PATENT,Heathfield
1107,CARDOWAN PATENT,John Young
1108,CARDOWAN PATENT,Young's
1109,CARDOWAN PATENT,Cardowan
1110,CARDROSS,Cardross
1111,CARDROSS,Cardross
1112,CARFIN,Auchlochan
1113,CARFIN,Carfin Brickworks
1114,CARFIN,William Dixon
1115,CARFIN,Auchlochan
1116,CARFIN,Carfin Brickworks
1117,CARFIN,William Dixon
1118,CARFIN,Auchlochan
1119,CARFIN,Carfin Brickworks
1120,CARFIN,William Dixon
1121,CARFIN COAL & FIRE CLAY COMY,Carfin Brickworks
1122,CARFIN COAL & FIRE CLAY COMY,Carfin Colliery Brickworks
1123,CARMICHAEL ALLOA ,Alloa Brick and Tile Works
1124,CARMICHAEL ALLOA ,W R and J Carmichael
1125,CARMICHAEL ALLOA CARMICHAEL ALLOA,W R and J Carmichael
1126,CARMICHAEL ALLOA PATENT,Alloa Brick and Tile Works
1127,CARMICHAEL ALLOA PATENT,W R and J Carmichael
1128,CARMICHAEL ALLOA PATENT PATENT,Alloa Brick and Tile Works
1129,CARMICHAEL ALLOA PATENT PATENT,W R and J Carmichael
1130,CARNBROE,Bathville
1131,CARNBROE,Calder Fireclay Company
1132,CARNBROE,Carnbroe Fire Brick Works
1133,CARNBROE,Bathville
1134,CARNBROE,Calder Fireclay Company
1135,CARNBROE,Carnbroe Fire Brick Works
1136,CARRON,Carron
1137,CARRON,Carron
1138,CARTY,Carty
1139,CASTILLO        ,Castillo
1140,CASTILLO        ,Manufactured in Scotland and branded for National and Overseas Customers
1141,CASTLECARY,Castlecary Fireclay Company - Weir
1142,CASTLECARY,Castlecary Fireclay Company - Weir
1143,CASTLECARY,Castlecary Fireclay Company - Weir
1144,CASTLECARY,Castlecary Fireclay Company - Weir
1145,CASTLECARY,Castlecary Fireclay Company - Weir
1146,CASTLECARY,Fingerprint
1147,CASTLECARY,Castlecary Fireclay Company - Weir
1148,CASTLECARY,Castlecary Fireclay Company - Weir
1149,CASTLECARY,Castlecary Fireclay Company - Weir
1150,CASTLECARY,Castlecary Fireclay Company - Weir
1151,CASTLECARY,Castlecary Fireclay Company - Weir
1152,CASTLECARY,Castlecary Fireclay Company - Weir
1153,CASTLECARY B,Castlecary Fireclay Company - Weir
1154,CASTLECARY B,Castlecary Fireclay Company - Weir
1155,CASTLECARY B GLASGOW,Castlecary Fireclay Company - Weir
1156,CASTLECARY B GLASGOW,Fingerprint
1157,CASTLECARY B & W B21A,Babcock and Wilcox
1158,CASTLECARY B & W B21A,Castlecary Fireclay Company - Weir
1159,CASTLECARY B & W B21A,Manufactured in Scotland and branded for National and Overseas Customers
1160,CASTLECARY FCCA,Argentina
1161,CASTLECARY FCCA,Castlecary Fireclay Company - Weir
1162,CASTLECARY FCCA,FCCA
1163,CASTLECARY FCCA,Manufactured in Scotland and branded for National and Overseas Customers
1164,CASTLECARY FCCA,Railway Related
1165,Null,Null
1166,CASTLECARY GLASGOW,Castlecary Fireclay Company - Weir
1167,CASTLECARY GLASGOW,Fingerprint
1168,CASTLECARY GLASGOW ,Castlecary Fireclay Company - Weir
1169,CASTLECARY GLASGOW ,Fingerprint
1170,CASTLECARY GLASGOW L ,Castlecary Fireclay Company - Weir
1171,CASTLECARY MADE IN GT BRITAIN 14,Castlecary Fireclay Company - Weir
1172,CASTLECARY N GLASGOW,Castlecary Fireclay Company - Weir
1173,CASTLECARY PC 3,Castlecary Fireclay Company - Weir
1174,CASTLECARY PC 41,Castlecary Fireclay Company - Weir
1175,CASTLECARY SANKEY,Castlecary Fireclay Company - Weir
1176,CASTLECARY SANKEY,Manufactured in Scotland and branded for National and Overseas Customers
1177,CASTLECARY SANKEY,Sankey
1178,CASTLECARY SANKEY LONDON,Castlecary Fireclay Company - Weir
1179,CASTLECARY SANKEY LONDON,Manufactured in Scotland and branded for National and Overseas Customers
1180,CASTLECARY SANKEY LONDON,Sankey
1181,CASTLECARY SANKEY LONDON,Castlecary Fireclay Company - Weir
1182,CASTLECARY SANKEY LONDON,Manufactured in Scotland and branded for National and Overseas Customers
1183,CASTLECARY SANKEY LONDON,Sankey
1184,CASTLECARY SANKEY LONDON,Castlecary Fireclay Company - Weir
1185,CASTLECARY SANKEY LONDON,Fingerprint
1186,CASTLECARY SANKEY LONDON,Manufactured in Scotland and branded for National and Overseas Customers
1187,CASTLECARY SANKEY LONDON,Sankey
1188,CASTLECARY SANKEY LONDON,Castlecary Fireclay Company - Weir
1189,CASTLECARY SANKEY LONDON,Manufactured in Scotland and branded for National and Overseas Customers
1190,CASTLECARY SANKEY LONDON,Sankey
1191,CASTLECARY T 16,Castlecary Fireclay Company - Weir
1192,CASTLECARY U 16,Castlecary Fireclay Company - Weir
1193,CASTLECARY V 16,Castlecary Fireclay Company - Weir
1194,CASTLECARY W 4,Castlecary Fireclay Company - Weir
1195,CASTLECARY W 12,Castlecary Fireclay Company - Weir
1196,CASTLECARY X,Castlecary Fireclay Company - Weir
1197,CASTLECARY Y 8,Castlecary Fireclay Company - Weir
1198,CASTLECARY O,Castlecary Fireclay Company - Weir
1199,CASTLECARY 3,Castlecary Fireclay Company - Weir
1200,CASTLECARY 3,Castlecary Fireclay Company - Weir
1201,CASTLECARY 35 KB,Castlecary Fireclay Company - Weir
1202,CASTLECARY 72,Castlecary Fireclay Company - Weir
1203,CASTLECARY 96,Castlecary Fireclay Company - Weir
1204,CASTLECARY +,Castlecary Fireclay Company - Weir
1205,CASTLECARY +,Castlecary Fireclay Company - Weir
1206,CBHS 130,John Gilchrist Stein
1207,CC DANGER ELECTRIC CABLES RD NO 804561,Callender Cable cover
1208,CC DANGER ELECTRIC CABLES RD NO 804561,Electric
1209,CC DANGER ELECTRICITY REGD NO 804561,Callender Cable cover
1210,CC DANGER ELECTRICITY REGD NO 804561,Electric
1211,CC DANGER ELECTRICITY RD NO  804561,Callender Cable cover
1212,CC DANGER ELECTRICITY RD NO  804561,Electric
